ZCTA5,STATE,STUSAB,STATE_NAME
50129,19,IA,Iowa
50130,19,IA,Iowa
50131,19,IA,Iowa
50132,19,IA,Iowa
50133,19,IA,Iowa
50134,19,IA,Iowa
50135,19,IA,Iowa
50136,19,IA,Iowa
50138,19,IA,Iowa
50139,19,IA,Iowa
50140,19,IA,Iowa
50141,19,IA,Iowa
50142,19,IA,Iowa
50143,19,IA,Iowa
50144,19,IA,Iowa
50146,19,IA,Iowa
50147,19,IA,Iowa
50148,19,IA,Iowa
50149,19,IA,Iowa
50150,19,IA,Iowa
50151,19,IA,Iowa
50153,19,IA,Iowa
50154,19,IA,Iowa
50155,19,IA,Iowa
50156,19,IA,Iowa
50157,19,IA,Iowa
50158,19,IA,Iowa
50160,19,IA,Iowa
50161,19,IA,Iowa
50162,19,IA,Iowa
50163,19,IA,Iowa
50164,19,IA,Iowa
50165,19,IA,Iowa
50166,19,IA,Iowa
50167,19,IA,Iowa
50168,19,IA,Iowa
50169,19,IA,Iowa
50170,19,IA,Iowa
50171,19,IA,Iowa
50173,19,IA,Iowa
50174,19,IA,Iowa
50201,19,IA,Iowa
50206,19,IA,Iowa
50207,19,IA,Iowa
50208,19,IA,Iowa
50210,19,IA,Iowa
50211,19,IA,Iowa
50212,19,IA,Iowa
50213,19,IA,Iowa
50214,19,IA,Iowa
50216,19,IA,Iowa
50217,19,IA,Iowa
50218,19,IA,Iowa
50219,19,IA,Iowa
50220,19,IA,Iowa
50222,19,IA,Iowa
50223,19,IA,Iowa
50225,19,IA,Iowa
50226,19,IA,Iowa
50227,19,IA,Iowa
50228,19,IA,Iowa
50229,19,IA,Iowa
50230,19,IA,Iowa
50231,19,IA,Iowa
50232,19,IA,Iowa
50233,19,IA,Iowa
50234,19,IA,Iowa
50235,19,IA,Iowa
50236,19,IA,Iowa
50237,19,IA,Iowa
50238,19,IA,Iowa
50239,19,IA,Iowa
50240,19,IA,Iowa
50242,19,IA,Iowa
50243,19,IA,Iowa
50244,19,IA,Iowa
50246,19,IA,Iowa
50247,19,IA,Iowa
50248,19,IA,Iowa
50249,19,IA,Iowa
50250,19,IA,Iowa
50251,19,IA,Iowa
50252,19,IA,Iowa
50254,19,IA,Iowa
50255,19,IA,Iowa
50256,19,IA,Iowa
50257,19,IA,Iowa
50258,19,IA,Iowa
50261,19,IA,Iowa
50262,19,IA,Iowa
50263,19,IA,Iowa
50264,19,IA,Iowa
50265,19,IA,Iowa
50266,19,IA,Iowa
50268,19,IA,Iowa
50271,19,IA,Iowa
50272,19,IA,Iowa
50273,19,IA,Iowa
50274,19,IA,Iowa
50275,19,IA,Iowa
50276,19,IA,Iowa
50277,19,IA,Iowa
50278,19,IA,Iowa
50309,19,IA,Iowa
50310,19,IA,Iowa
50311,19,IA,Iowa
50312,19,IA,Iowa
50313,19,IA,Iowa
50314,19,IA,Iowa
50315,19,IA,Iowa
50316,19,IA,Iowa
50317,19,IA,Iowa
50319,19,IA,Iowa
50320,19,IA,Iowa
50321,19,IA,Iowa
50322,19,IA,Iowa
50323,19,IA,Iowa
50324,19,IA,Iowa
50325,19,IA,Iowa
50327,19,IA,Iowa
50401,19,IA,Iowa
50420,19,IA,Iowa
50421,19,IA,Iowa
50423,19,IA,Iowa
50424,19,IA,Iowa
50426,19,IA,Iowa
50428,19,IA,Iowa
50430,19,IA,Iowa
50431,19,IA,Iowa
50432,19,IA,Iowa
50433,19,IA,Iowa
50434,19,IA,Iowa
50435,19,IA,Iowa
50436,19,IA,Iowa
50438,19,IA,Iowa
50439,19,IA,Iowa
50440,19,IA,Iowa
50441,19,IA,Iowa
50444,19,IA,Iowa
50446,19,IA,Iowa
50447,19,IA,Iowa
50448,19,IA,Iowa
50449,19,IA,Iowa
50450,19,IA,Iowa
50451,19,IA,Iowa
50452,19,IA,Iowa
50453,19,IA,Iowa
50454,19,IA,Iowa
50455,19,IA,Iowa
50456,19,IA,Iowa
50457,19,IA,Iowa
50458,19,IA,Iowa
50459,19,IA,Iowa
50460,19,IA,Iowa
50461,19,IA,Iowa
50464,19,IA,Iowa
50465,19,IA,Iowa
50466,19,IA,Iowa
50467,19,IA,Iowa
50468,19,IA,Iowa
50469,19,IA,Iowa
50470,19,IA,Iowa
50471,19,IA,Iowa
50472,19,IA,Iowa
50473,19,IA,Iowa
50475,19,IA,Iowa
50476,19,IA,Iowa
50477,19,IA,Iowa
50478,19,IA,Iowa
50479,19,IA,Iowa
50480,19,IA,Iowa
50482,19,IA,Iowa
50483,19,IA,Iowa
50484,19,IA,Iowa
50501,19,IA,Iowa
50510,19,IA,Iowa
50511,19,IA,Iowa
50514,19,IA,Iowa
50515,19,IA,Iowa
50516,19,IA,Iowa
50517,19,IA,Iowa
50518,19,IA,Iowa
50519,19,IA,Iowa
50520,19,IA,Iowa
50521,19,IA,Iowa
50522,19,IA,Iowa
50523,19,IA,Iowa
50524,19,IA,Iowa
50525,19,IA,Iowa
50527,19,IA,Iowa
50528,19,IA,Iowa
50529,19,IA,Iowa
50530,19,IA,Iowa
50531,19,IA,Iowa
50532,19,IA,Iowa
50533,19,IA,Iowa
50535,19,IA,Iowa
50536,19,IA,Iowa
50538,19,IA,Iowa
50539,19,IA,Iowa
50540,19,IA,Iowa
50541,19,IA,Iowa
50542,19,IA,Iowa
50543,19,IA,Iowa
50544,19,IA,Iowa
50545,19,IA,Iowa
50546,19,IA,Iowa
50548,19,IA,Iowa
50551,19,IA,Iowa
50554,19,IA,Iowa
50556,19,IA,Iowa
50557,19,IA,Iowa
50558,19,IA,Iowa
50559,19,IA,Iowa
50560,19,IA,Iowa
50561,19,IA,Iowa
50562,19,IA,Iowa
50563,19,IA,Iowa
50565,19,IA,Iowa
50566,19,IA,Iowa
50567,19,IA,Iowa
50568,19,IA,Iowa
50569,19,IA,Iowa
50570,19,IA,Iowa
50571,19,IA,Iowa
50573,19,IA,Iowa
50574,19,IA,Iowa
50575,19,IA,Iowa
50576,19,IA,Iowa
50577,19,IA,Iowa
50578,19,IA,Iowa
50579,19,IA,Iowa
50581,19,IA,Iowa
50582,19,IA,Iowa
50583,19,IA,Iowa
50585,19,IA,Iowa
50586,19,IA,Iowa
50588,19,IA,Iowa
50590,19,IA,Iowa
50591,19,IA,Iowa
50593,19,IA,Iowa
50594,19,IA,Iowa
50595,19,IA,Iowa
50597,19,IA,Iowa
50598,19,IA,Iowa
50599,19,IA,Iowa
50601,19,IA,Iowa
50602,19,IA,Iowa
50603,19,IA,Iowa
50604,19,IA,Iowa
50605,19,IA,Iowa
50606,19,IA,Iowa
50607,19,IA,Iowa
50609,19,IA,Iowa
50611,19,IA,Iowa
50612,19,IA,Iowa
50613,19,IA,Iowa
50616,19,IA,Iowa
50619,19,IA,Iowa
50620,19,IA,Iowa
50621,19,IA,Iowa
50622,19,IA,Iowa
50624,19,IA,Iowa
50625,19,IA,Iowa
50626,19,IA,Iowa
50627,19,IA,Iowa
50628,19,IA,Iowa
50629,19,IA,Iowa
50630,19,IA,Iowa
50632,19,IA,Iowa
50633,19,IA,Iowa
50634,19,IA,Iowa
50635,19,IA,Iowa
50636,19,IA,Iowa
50638,19,IA,Iowa
50641,19,IA,Iowa
50642,19,IA,Iowa
50643,19,IA,Iowa
50644,19,IA,Iowa
50645,19,IA,Iowa
50647,19,IA,Iowa
50648,19,IA,Iowa
50650,19,IA,Iowa
50651,19,IA,Iowa
50652,19,IA,Iowa
50653,19,IA,Iowa
50654,19,IA,Iowa
50655,19,IA,Iowa
50658,19,IA,Iowa
50659,19,IA,Iowa
50660,19,IA,Iowa
50662,19,IA,Iowa
50664,19,IA,Iowa
50665,19,IA,Iowa
50666,19,IA,Iowa
50667,19,IA,Iowa
50668,19,IA,Iowa
50669,19,IA,Iowa
50670,19,IA,Iowa
50671,19,IA,Iowa
50672,19,IA,Iowa
50673,19,IA,Iowa
50674,19,IA,Iowa
50675,19,IA,Iowa
50676,19,IA,Iowa
50677,19,IA,Iowa
50680,19,IA,Iowa
50681,19,IA,Iowa
50682,19,IA,Iowa
50701,19,IA,Iowa
50702,19,IA,Iowa
50703,19,IA,Iowa
50707,19,IA,Iowa
50801,19,IA,Iowa
50830,19,IA,Iowa
50833,19,IA,Iowa
50835,19,IA,Iowa
50836,19,IA,Iowa
50837,19,IA,Iowa
50839,19,IA,Iowa
50840,19,IA,Iowa
50841,19,IA,Iowa
50842,19,IA,Iowa
50843,19,IA,Iowa
50845,19,IA,Iowa
50846,19,IA,Iowa
50847,19,IA,Iowa
50848,19,IA,Iowa
50849,19,IA,Iowa
50851,19,IA,Iowa
50853,19,IA,Iowa
50854,19,IA,Iowa
50857,19,IA,Iowa
50858,19,IA,Iowa
50859,19,IA,Iowa
50860,19,IA,Iowa
50861,19,IA,Iowa
50862,19,IA,Iowa
50863,19,IA,Iowa
50864,19,IA,Iowa
51001,19,IA,Iowa
51002,19,IA,Iowa
51003,19,IA,Iowa
51004,19,IA,Iowa
51005,19,IA,Iowa
51006,19,IA,Iowa
51007,19,IA,Iowa
51008,19,IA,Iowa
51009,19,IA,Iowa
51010,19,IA,Iowa
51011,19,IA,Iowa
51012,19,IA,Iowa
51014,19,IA,Iowa
51016,19,IA,Iowa
51018,19,IA,Iowa
51019,19,IA,Iowa
51020,19,IA,Iowa
51022,19,IA,Iowa
51023,19,IA,Iowa
51024,19,IA,Iowa
51025,19,IA,Iowa
51026,19,IA,Iowa
51027,19,IA,Iowa
51028,19,IA,Iowa
51029,19,IA,Iowa
51030,19,IA,Iowa
51031,19,IA,Iowa
51033,19,IA,Iowa
51034,19,IA,Iowa
51035,19,IA,Iowa
51036,19,IA,Iowa
51037,19,IA,Iowa
51038,19,IA,Iowa
51039,19,IA,Iowa
51040,19,IA,Iowa
51041,19,IA,Iowa
51044,19,IA,Iowa
51046,19,IA,Iowa
51047,19,IA,Iowa
51048,19,IA,Iowa
51049,19,IA,Iowa
51050,19,IA,Iowa
51051,19,IA,Iowa
51052,19,IA,Iowa
51053,19,IA,Iowa
51054,19,IA,Iowa
51055,19,IA,Iowa
51056,19,IA,Iowa
51058,19,IA,Iowa
51060,19,IA,Iowa
51061,19,IA,Iowa
51062,19,IA,Iowa
51063,19,IA,Iowa
51101,19,IA,Iowa
51103,19,IA,Iowa
51104,19,IA,Iowa
51105,19,IA,Iowa
51106,19,IA,Iowa
51108,19,IA,Iowa
51109,19,IA,Iowa
51111,19,IA,Iowa
51201,19,IA,Iowa
51230,19,IA,Iowa
51231,19,IA,Iowa
51232,19,IA,Iowa
51234,19,IA,Iowa
51235,19,IA,Iowa
51237,19,IA,Iowa
51238,19,IA,Iowa
51239,19,IA,Iowa
51240,19,IA,Iowa
51241,19,IA,Iowa
51242,19,IA,Iowa
51243,19,IA,Iowa
51244,19,IA,Iowa
51245,19,IA,Iowa
51246,19,IA,Iowa
51247,19,IA,Iowa
51248,19,IA,Iowa
51249,19,IA,Iowa
51250,19,IA,Iowa
51301,19,IA,Iowa
51331,19,IA,Iowa
51333,19,IA,Iowa
51334,19,IA,Iowa
51338,19,IA,Iowa
51341,19,IA,Iowa
51342,19,IA,Iowa
51343,19,IA,Iowa
51345,19,IA,Iowa
51346,19,IA,Iowa
51347,19,IA,Iowa
51350,19,IA,Iowa
51351,19,IA,Iowa
51354,19,IA,Iowa
51355,19,IA,Iowa
51357,19,IA,Iowa
51358,19,IA,Iowa
51360,19,IA,Iowa
51363,19,IA,Iowa
51364,19,IA,Iowa
51365,19,IA,Iowa
51366,19,IA,Iowa
51401,19,IA,Iowa
51430,19,IA,Iowa
51431,19,IA,Iowa
51433,19,IA,Iowa
51436,19,IA,Iowa
51439,19,IA,Iowa
51440,19,IA,Iowa
51441,19,IA,Iowa
51442,19,IA,Iowa
51443,19,IA,Iowa
51444,19,IA,Iowa
51445,19,IA,Iowa
51446,19,IA,Iowa
51447,19,IA,Iowa
51448,19,IA,Iowa
51449,19,IA,Iowa
51450,19,IA,Iowa
51451,19,IA,Iowa
51453,19,IA,Iowa
51454,19,IA,Iowa
51455,19,IA,Iowa
51458,19,IA,Iowa
51459,19,IA,Iowa
51461,19,IA,Iowa
51462,19,IA,Iowa
51463,19,IA,Iowa
51465,19,IA,Iowa
51466,19,IA,Iowa
51467,19,IA,Iowa
51501,19,IA,Iowa
51503,19,IA,Iowa
51510,19,IA,Iowa
51520,19,IA,Iowa
51521,19,IA,Iowa
51523,19,IA,Iowa
51525,19,IA,Iowa
51526,19,IA,Iowa
51527,19,IA,Iowa
51528,19,IA,Iowa
51529,19,IA,Iowa
51530,19,IA,Iowa
51531,19,IA,Iowa
51532,19,IA,Iowa
51533,19,IA,Iowa
51534,19,IA,Iowa
51535,19,IA,Iowa
51536,19,IA,Iowa
51537,19,IA,Iowa
51540,19,IA,Iowa
51541,19,IA,Iowa
51542,19,IA,Iowa
51543,19,IA,Iowa
51544,19,IA,Iowa
51545,19,IA,Iowa
51546,19,IA,Iowa
51548,19,IA,Iowa
51549,19,IA,Iowa
51550,19,IA,Iowa
51551,19,IA,Iowa
51552,19,IA,Iowa
51553,19,IA,Iowa
51554,19,IA,Iowa
51555,19,IA,Iowa
51556,19,IA,Iowa
51557,19,IA,Iowa
51558,19,IA,Iowa
51559,19,IA,Iowa
51560,19,IA,Iowa
51561,19,IA,Iowa
51562,19,IA,Iowa
51563,19,IA,Iowa
51564,19,IA,Iowa
51565,19,IA,Iowa
51566,19,IA,Iowa
51570,19,IA,Iowa
51571,19,IA,Iowa
51572,19,IA,Iowa
51573,19,IA,Iowa
51575,19,IA,Iowa
51576,19,IA,Iowa
51577,19,IA,Iowa
51578,19,IA,Iowa
51579,19,IA,Iowa
51601,19,IA,Iowa
51630,19,IA,Iowa
51631,19,IA,Iowa
51632,19,IA,Iowa
51636,19,IA,Iowa
51637,19,IA,Iowa
51638,19,IA,Iowa
51639,19,IA,Iowa
51640,19,IA,Iowa
51645,19,IA,Iowa
51646,19,IA,Iowa
51647,19,IA,Iowa
51648,19,IA,Iowa
51649,19,IA,Iowa
51650,19,IA,Iowa
51652,19,IA,Iowa
51653,19,IA,Iowa
51654,19,IA,Iowa
51656,19,IA,Iowa
52001,19,IA,Iowa
52002,19,IA,Iowa
52003,19,IA,Iowa
52030,19,IA,Iowa
52031,19,IA,Iowa
52032,19,IA,Iowa
52033,19,IA,Iowa
52035,19,IA,Iowa
52037,19,IA,Iowa
52038,19,IA,Iowa
52039,19,IA,Iowa
52040,19,IA,Iowa
52041,19,IA,Iowa
52042,19,IA,Iowa
52043,19,IA,Iowa
52044,19,IA,Iowa
52045,19,IA,Iowa
52046,19,IA,Iowa
52047,19,IA,Iowa
52048,19,IA,Iowa
52049,19,IA,Iowa
52050,19,IA,Iowa
52052,19,IA,Iowa
52053,19,IA,Iowa
52054,19,IA,Iowa
52057,19,IA,Iowa
52060,19,IA,Iowa
52064,19,IA,Iowa
52065,19,IA,Iowa
52066,19,IA,Iowa
52068,19,IA,Iowa
52069,19,IA,Iowa
52070,19,IA,Iowa
52072,19,IA,Iowa
52073,19,IA,Iowa
52074,19,IA,Iowa
52076,19,IA,Iowa
52077,19,IA,Iowa
52078,19,IA,Iowa
52079,19,IA,Iowa
52101,19,IA,Iowa
52132,19,IA,Iowa
52133,19,IA,Iowa
52134,19,IA,Iowa
52135,19,IA,Iowa
52136,19,IA,Iowa
52140,19,IA,Iowa
52141,19,IA,Iowa
52142,19,IA,Iowa
52144,19,IA,Iowa
52146,19,IA,Iowa
52147,19,IA,Iowa
52151,19,IA,Iowa
52154,19,IA,Iowa
52155,19,IA,Iowa
52156,19,IA,Iowa
52157,19,IA,Iowa
52158,19,IA,Iowa
52159,19,IA,Iowa
52160,19,IA,Iowa
52161,19,IA,Iowa
52162,19,IA,Iowa
52163,19,IA,Iowa
52164,19,IA,Iowa
52165,19,IA,Iowa
52166,19,IA,Iowa
52168,19,IA,Iowa
52169,19,IA,Iowa
52170,19,IA,Iowa
52171,19,IA,Iowa
52172,19,IA,Iowa
52175,19,IA,Iowa
52201,19,IA,Iowa
52202,19,IA,Iowa
52203,19,IA,Iowa
52205,19,IA,Iowa
52206,19,IA,Iowa
52207,19,IA,Iowa
52208,19,IA,Iowa
52209,19,IA,Iowa
52210,19,IA,Iowa
52211,19,IA,Iowa
52212,19,IA,Iowa
52213,19,IA,Iowa
52214,19,IA,Iowa
52215,19,IA,Iowa
52216,19,IA,Iowa
52217,19,IA,Iowa
52218,19,IA,Iowa
52219,19,IA,Iowa
52220,19,IA,Iowa
52221,19,IA,Iowa
52222,19,IA,Iowa
52223,19,IA,Iowa
52224,19,IA,Iowa
52225,19,IA,Iowa
52227,19,IA,Iowa
52228,19,IA,Iowa
52229,19,IA,Iowa
52231,19,IA,Iowa
52232,19,IA,Iowa
52233,19,IA,Iowa
52235,19,IA,Iowa
52236,19,IA,Iowa
52237,19,IA,Iowa
52240,19,IA,Iowa
52241,19,IA,Iowa
52242,19,IA,Iowa
52245,19,IA,Iowa
52246,19,IA,Iowa
52247,19,IA,Iowa
52248,19,IA,Iowa
52249,19,IA,Iowa
52251,19,IA,Iowa
52253,19,IA,Iowa
52254,19,IA,Iowa
52255,19,IA,Iowa
52257,19,IA,Iowa
52301,19,IA,Iowa
52302,19,IA,Iowa
52305,19,IA,Iowa
52306,19,IA,Iowa
52307,19,IA,Iowa
52308,19,IA,Iowa
52309,19,IA,Iowa
52310,19,IA,Iowa
52312,19,IA,Iowa
52313,19,IA,Iowa
52314,19,IA,Iowa
52315,19,IA,Iowa
52316,19,IA,Iowa
52317,19,IA,Iowa
52318,19,IA,Iowa
52320,19,IA,Iowa
52321,19,IA,Iowa
52322,19,IA,Iowa
52323,19,IA,Iowa
52324,19,IA,Iowa
52325,19,IA,Iowa
52326,19,IA,Iowa
52327,19,IA,Iowa
52328,19,IA,Iowa
52329,19,IA,Iowa
52330,19,IA,Iowa
52332,19,IA,Iowa
52333,19,IA,Iowa
52334,19,IA,Iowa
52335,19,IA,Iowa
52336,19,IA,Iowa
52337,19,IA,Iowa
52338,19,IA,Iowa
52339,19,IA,Iowa
52340,19,IA,Iowa
52341,19,IA,Iowa
52342,19,IA,Iowa
52345,19,IA,Iowa
52346,19,IA,Iowa
52347,19,IA,Iowa
52348,19,IA,Iowa
52349,19,IA,Iowa
52351,19,IA,Iowa
52352,19,IA,Iowa
52353,19,IA,Iowa
52354,19,IA,Iowa
52355,19,IA,Iowa
52356,19,IA,Iowa
52358,19,IA,Iowa
52359,19,IA,Iowa
52361,19,IA,Iowa
52362,19,IA,Iowa
52401,19,IA,Iowa
52402,19,IA,Iowa
52403,19,IA,Iowa
52404,19,IA,Iowa
52405,19,IA,Iowa
52411,19,IA,Iowa
52501,19,IA,Iowa
52530,19,IA,Iowa
52531,19,IA,Iowa
52533,19,IA,Iowa
52534,19,IA,Iowa
52535,19,IA,Iowa
52536,19,IA,Iowa
52537,19,IA,Iowa
52540,19,IA,Iowa
52542,19,IA,Iowa
52543,19,IA,Iowa
52544,19,IA,Iowa
52548,19,IA,Iowa
52549,19,IA,Iowa
52550,19,IA,Iowa
52551,19,IA,Iowa
52552,19,IA,Iowa
52553,19,IA,Iowa
52554,19,IA,Iowa
52555,19,IA,Iowa
52556,19,IA,Iowa
52557,19,IA,Iowa
52560,19,IA,Iowa
52561,19,IA,Iowa
52563,19,IA,Iowa
52565,19,IA,Iowa
52566,19,IA,Iowa
52567,19,IA,Iowa
52569,19,IA,Iowa
52570,19,IA,Iowa
52571,19,IA,Iowa
52572,19,IA,Iowa
52573,19,IA,Iowa
52574,19,IA,Iowa
52576,19,IA,Iowa
52577,19,IA,Iowa
52580,19,IA,Iowa
52581,19,IA,Iowa
52583,19,IA,Iowa
52584,19,IA,Iowa
52585,19,IA,Iowa
52586,19,IA,Iowa
52588,19,IA,Iowa
52590,19,IA,Iowa
52591,19,IA,Iowa
52593,19,IA,Iowa
52594,19,IA,Iowa
52595,19,IA,Iowa
52601,19,IA,Iowa
52619,19,IA,Iowa
52620,19,IA,Iowa
52621,19,IA,Iowa
52623,19,IA,Iowa
52624,19,IA,Iowa
52625,19,IA,Iowa
52626,19,IA,Iowa
52627,19,IA,Iowa
52630,19,IA,Iowa
52632,19,IA,Iowa
52635,19,IA,Iowa
52637,19,IA,Iowa
52638,19,IA,Iowa
52639,19,IA,Iowa
52640,19,IA,Iowa
52641,19,IA,Iowa
52644,19,IA,Iowa
52645,19,IA,Iowa
52646,19,IA,Iowa
52647,19,IA,Iowa
52649,19,IA,Iowa
52650,19,IA,Iowa
52651,19,IA,Iowa
52653,19,IA,Iowa
52654,19,IA,Iowa
52655,19,IA,Iowa
52656,19,IA,Iowa
52657,19,IA,Iowa
52658,19,IA,Iowa
52659,19,IA,Iowa
52660,19,IA,Iowa
52701,19,IA,Iowa
52720,19,IA,Iowa
52721,19,IA,Iowa
52722,19,IA,Iowa
52726,19,IA,Iowa
52727,19,IA,Iowa
52728,19,IA,Iowa
52729,19,IA,Iowa
52730,19,IA,Iowa
52731,19,IA,Iowa
52732,19,IA,Iowa
52737,19,IA,Iowa
52738,19,IA,Iowa
52739,19,IA,Iowa
52742,19,IA,Iowa
52745,19,IA,Iowa
52746,19,IA,Iowa
52747,19,IA,Iowa
52748,19,IA,Iowa
52749,19,IA,Iowa
52750,19,IA,Iowa
52751,19,IA,Iowa
52752,19,IA,Iowa
52753,19,IA,Iowa
52754,19,IA,Iowa
52755,19,IA,Iowa
52756,19,IA,Iowa
52757,19,IA,Iowa
52758,19,IA,Iowa
52760,19,IA,Iowa
52761,19,IA,Iowa
52765,19,IA,Iowa
52766,19,IA,Iowa
52767,19,IA,Iowa
52768,19,IA,Iowa
52769,19,IA,Iowa
52772,19,IA,Iowa
52773,19,IA,Iowa
52774,19,IA,Iowa
52776,19,IA,Iowa
52777,19,IA,Iowa
52778,19,IA,Iowa
52801,19,IA,Iowa
52802,19,IA,Iowa
52803,19,IA,Iowa
52804,19,IA,Iowa
52806,19,IA,Iowa
52807,19,IA,Iowa
56027,19,IA,Iowa
51001,46,SD,South Dakota
51023,46,SD,South Dakota
56144,46,SD,South Dakota
56164,46,SD,South Dakota
56219,46,SD,South Dakota
57001,46,SD,South Dakota
57002,46,SD,South Dakota
57003,46,SD,South Dakota
57004,46,SD,South Dakota
57005,46,SD,South Dakota
57006,46,SD,South Dakota
57010,46,SD,South Dakota
57012,46,SD,South Dakota
57013,46,SD,South Dakota
57014,46,SD,South Dakota
57015,46,SD,South Dakota
57016,46,SD,South Dakota
57017,46,SD,South Dakota
57018,46,SD,South Dakota
57020,46,SD,South Dakota
57021,46,SD,South Dakota
57022,46,SD,South Dakota
57024,46,SD,South Dakota
57025,46,SD,South Dakota
57026,46,SD,South Dakota
57027,46,SD,South Dakota
57028,46,SD,South Dakota
57029,46,SD,South Dakota
57030,46,SD,South Dakota
57031,46,SD,South Dakota
57032,46,SD,South Dakota
57033,46,SD,South Dakota
57034,46,SD,South Dakota
57035,46,SD,South Dakota
57036,46,SD,South Dakota
57037,46,SD,South Dakota
57038,46,SD,South Dakota
57039,46,SD,South Dakota
57040,46,SD,South Dakota
57041,46,SD,South Dakota
57042,46,SD,South Dakota
57043,46,SD,South Dakota
57045,46,SD,South Dakota
57046,46,SD,South Dakota
57047,46,SD,South Dakota
57048,46,SD,South Dakota
57049,46,SD,South Dakota
57050,46,SD,South Dakota
57051,46,SD,South Dakota
57052,46,SD,South Dakota
57053,46,SD,South Dakota
57054,46,SD,South Dakota
57055,46,SD,South Dakota
57057,46,SD,South Dakota
57058,46,SD,South Dakota
57059,46,SD,South Dakota
57061,46,SD,South Dakota
57062,46,SD,South Dakota
57063,46,SD,South Dakota
57064,46,SD,South Dakota
57065,46,SD,South Dakota
57066,46,SD,South Dakota
57067,46,SD,South Dakota
57068,46,SD,South Dakota
57069,46,SD,South Dakota
57070,46,SD,South Dakota
57071,46,SD,South Dakota
57072,46,SD,South Dakota
57073,46,SD,South Dakota
57075,46,SD,South Dakota
57076,46,SD,South Dakota
57077,46,SD,South Dakota
57078,46,SD,South Dakota
57103,46,SD,South Dakota
57104,46,SD,South Dakota
57105,46,SD,South Dakota
57106,46,SD,South Dakota
57107,46,SD,South Dakota
57108,46,SD,South Dakota
57110,46,SD,South Dakota
57117,46,SD,South Dakota
57197,46,SD,South Dakota
57201,46,SD,South Dakota
57212,46,SD,South Dakota
57213,46,SD,South Dakota
57214,46,SD,South Dakota
57216,46,SD,South Dakota
57217,46,SD,South Dakota
57218,46,SD,South Dakota
57219,46,SD,South Dakota
57220,46,SD,South Dakota
57221,46,SD,South Dakota
57223,46,SD,South Dakota
57224,46,SD,South Dakota
57225,46,SD,South Dakota
57226,46,SD,South Dakota
57227,46,SD,South Dakota
57231,46,SD,South Dakota
57232,46,SD,South Dakota
57233,46,SD,South Dakota
57234,46,SD,South Dakota
57235,46,SD,South Dakota
57236,46,SD,South Dakota
57237,46,SD,South Dakota
57238,46,SD,South Dakota
57239,46,SD,South Dakota
57241,46,SD,South Dakota
57242,46,SD,South Dakota
57243,46,SD,South Dakota
57245,46,SD,South Dakota
57246,46,SD,South Dakota
57247,46,SD,South Dakota
57248,46,SD,South Dakota
57249,46,SD,South Dakota
57251,46,SD,South Dakota
57252,46,SD,South Dakota
57255,46,SD,South Dakota
57256,46,SD,South Dakota
57257,46,SD,South Dakota
57258,46,SD,South Dakota
57259,46,SD,South Dakota
57260,46,SD,South Dakota
57261,46,SD,South Dakota
57262,46,SD,South Dakota
57263,46,SD,South Dakota
57264,46,SD,South Dakota
57265,46,SD,South Dakota
57266,46,SD,South Dakota
57268,46,SD,South Dakota
57269,46,SD,South Dakota
57270,46,SD,South Dakota
57271,46,SD,South Dakota
57272,46,SD,South Dakota
57273,46,SD,South Dakota
57274,46,SD,South Dakota
57276,46,SD,South Dakota
57278,46,SD,South Dakota
57279,46,SD,South Dakota
57301,46,SD,South Dakota
57311,46,SD,South Dakota
57312,46,SD,South Dakota
57313,46,SD,South Dakota
57314,46,SD,South Dakota
57315,46,SD,South Dakota
57317,46,SD,South Dakota
57319,46,SD,South Dakota
57321,46,SD,South Dakota
57322,46,SD,South Dakota
57323,46,SD,South Dakota
57324,46,SD,South Dakota
57325,46,SD,South Dakota
57328,46,SD,South Dakota
57329,46,SD,South Dakota
57330,46,SD,South Dakota
57331,46,SD,South Dakota
57332,46,SD,South Dakota
57334,46,SD,South Dakota
57335,46,SD,South Dakota
57337,46,SD,South Dakota
57339,46,SD,South Dakota
57340,46,SD,South Dakota
57341,46,SD,South Dakota
57342,46,SD,South Dakota
57344,46,SD,South Dakota
57345,46,SD,South Dakota
57346,46,SD,South Dakota
57348,46,SD,South Dakota
57349,46,SD,South Dakota
57350,46,SD,South Dakota
57353,46,SD,South Dakota
57355,46,SD,South Dakota
57356,46,SD,South Dakota
57358,46,SD,South Dakota
57359,46,SD,South Dakota
57361,46,SD,South Dakota
57362,46,SD,South Dakota
57363,46,SD,South Dakota
57364,46,SD,South Dakota
57365,46,SD,South Dakota
57366,46,SD,South Dakota
57367,46,SD,South Dakota
57368,46,SD,South Dakota
57369,46,SD,South Dakota
57370,46,SD,South Dakota
57371,46,SD,South Dakota
57373,46,SD,South Dakota
57374,46,SD,South Dakota
57375,46,SD,South Dakota
57376,46,SD,South Dakota
57379,46,SD,South Dakota
57380,46,SD,South Dakota
57381,46,SD,South Dakota
57382,46,SD,South Dakota
57383,46,SD,South Dakota
57384,46,SD,South Dakota
57385,46,SD,South Dakota
57386,46,SD,South Dakota
57401,46,SD,South Dakota
57420,46,SD,South Dakota
57421,46,SD,South Dakota
57422,46,SD,South Dakota
57424,46,SD,South Dakota
57426,46,SD,South Dakota
57427,46,SD,South Dakota
57428,46,SD,South Dakota
57429,46,SD,South Dakota
57430,46,SD,South Dakota
57432,46,SD,South Dakota
