ZCTA5,STATE,STUSAB,STATE_NAME
12548,36,NY,New York
12549,36,NY,New York
12550,36,NY,New York
12553,36,NY,New York
12561,36,NY,New York
12563,36,NY,New York
12564,36,NY,New York
12565,36,NY,New York
12566,36,NY,New York
12567,36,NY,New York
12569,36,NY,New York
12570,36,NY,New York
12571,36,NY,New York
12572,36,NY,New York
12574,36,NY,New York
12575,36,NY,New York
12577,36,NY,New York
12578,36,NY,New York
12580,36,NY,New York
12581,36,NY,New York
12582,36,NY,New York
12583,36,NY,New York
12585,36,NY,New York
12586,36,NY,New York
12589,36,NY,New York
12590,36,NY,New York
12592,36,NY,New York
12594,36,NY,New York
12601,36,NY,New York
12603,36,NY,New York
12604,36,NY,New York
12701,36,NY,New York
12719,36,NY,New York
12720,36,NY,New York
12721,36,NY,New York
12722,36,NY,New York
12723,36,NY,New York
12724,36,NY,New York
12725,36,NY,New York
12726,36,NY,New York
12729,36,NY,New York
12732,36,NY,New York
12733,36,NY,New York
12734,36,NY,New York
12736,36,NY,New York
12737,36,NY,New York
12738,36,NY,New York
12740,36,NY,New York
12741,36,NY,New York
12742,36,NY,New York
12743,36,NY,New York
12745,36,NY,New York
12746,36,NY,New York
12747,36,NY,New York
12748,36,NY,New York
12749,36,NY,New York
12750,36,NY,New York
12751,36,NY,New York
12752,36,NY,New York
12754,36,NY,New York
12758,36,NY,New York
12759,36,NY,New York
12760,36,NY,New York
12762,36,NY,New York
12763,36,NY,New York
12764,36,NY,New York
12765,36,NY,New York
12766,36,NY,New York
12767,36,NY,New York
12768,36,NY,New York
12769,36,NY,New York
12770,36,NY,New York
12771,36,NY,New York
12775,36,NY,New York
12776,36,NY,New York
12777,36,NY,New York
12778,36,NY,New York
12779,36,NY,New York
12780,36,NY,New York
12781,36,NY,New York
12783,36,NY,New York
12784,36,NY,New York
12785,36,NY,New York
12786,36,NY,New York
12787,36,NY,New York
12788,36,NY,New York
12789,36,NY,New York
12790,36,NY,New York
12791,36,NY,New York
12792,36,NY,New York
12801,36,NY,New York
12803,36,NY,New York
12804,36,NY,New York
12808,36,NY,New York
12809,36,NY,New York
12810,36,NY,New York
12811,36,NY,New York
12812,36,NY,New York
12814,36,NY,New York
12815,36,NY,New York
12816,36,NY,New York
12817,36,NY,New York
12819,36,NY,New York
12821,36,NY,New York
12822,36,NY,New York
12823,36,NY,New York
12824,36,NY,New York
12827,36,NY,New York
12828,36,NY,New York
12831,36,NY,New York
12832,36,NY,New York
12833,36,NY,New York
12834,36,NY,New York
12835,36,NY,New York
12836,36,NY,New York
12837,36,NY,New York
12838,36,NY,New York
12839,36,NY,New York
12841,36,NY,New York
12842,36,NY,New York
12843,36,NY,New York
12844,36,NY,New York
12845,36,NY,New York
12846,36,NY,New York
12847,36,NY,New York
12849,36,NY,New York
12850,36,NY,New York
12851,36,NY,New York
12852,36,NY,New York
12853,36,NY,New York
12855,36,NY,New York
12856,36,NY,New York
12857,36,NY,New York
12858,36,NY,New York
12859,36,NY,New York
12860,36,NY,New York
12861,36,NY,New York
12862,36,NY,New York
12863,36,NY,New York
12864,36,NY,New York
12865,36,NY,New York
12866,36,NY,New York
12870,36,NY,New York
12871,36,NY,New York
12872,36,NY,New York
12873,36,NY,New York
12874,36,NY,New York
12878,36,NY,New York
12883,36,NY,New York
12884,36,NY,New York
12885,36,NY,New York
12886,36,NY,New York
12887,36,NY,New York
12901,36,NY,New York
12903,36,NY,New York
12910,36,NY,New York
12911,36,NY,New York
12912,36,NY,New York
12913,36,NY,New York
12914,36,NY,New York
12916,36,NY,New York
12917,36,NY,New York
12918,36,NY,New York
12919,36,NY,New York
12920,36,NY,New York
12921,36,NY,New York
12922,36,NY,New York
12923,36,NY,New York
12924,36,NY,New York
12926,36,NY,New York
12927,36,NY,New York
12928,36,NY,New York
12929,36,NY,New York
12930,36,NY,New York
12932,36,NY,New York
12933,36,NY,New York
12934,36,NY,New York
12935,36,NY,New York
12936,36,NY,New York
12937,36,NY,New York
12939,36,NY,New York
12941,36,NY,New York
12942,36,NY,New York
12943,36,NY,New York
12944,36,NY,New York
12945,36,NY,New York
12946,36,NY,New York
12950,36,NY,New York
12952,36,NY,New York
12953,36,NY,New York
12955,36,NY,New York
12956,36,NY,New York
12957,36,NY,New York
12958,36,NY,New York
12959,36,NY,New York
12960,36,NY,New York
12961,36,NY,New York
12962,36,NY,New York
12964,36,NY,New York
12965,36,NY,New York
12966,36,NY,New York
12967,36,NY,New York
12969,36,NY,New York
12970,36,NY,New York
12972,36,NY,New York
12973,36,NY,New York
12974,36,NY,New York
12975,36,NY,New York
12976,36,NY,New York
12977,36,NY,New York
12978,36,NY,New York
12979,36,NY,New York
12980,36,NY,New York
12981,36,NY,New York
12983,36,NY,New York
12985,36,NY,New York
12986,36,NY,New York
12987,36,NY,New York
12989,36,NY,New York
12992,36,NY,New York
12993,36,NY,New York
12996,36,NY,New York
12997,36,NY,New York
12998,36,NY,New York
13020,36,NY,New York
13021,36,NY,New York
13024,36,NY,New York
13026,36,NY,New York
13027,36,NY,New York
13028,36,NY,New York
13029,36,NY,New York
13030,36,NY,New York
13031,36,NY,New York
13032,36,NY,New York
13033,36,NY,New York
13034,36,NY,New York
13035,36,NY,New York
13036,36,NY,New York
13037,36,NY,New York
13039,36,NY,New York
13040,36,NY,New York
13041,36,NY,New York
13042,36,NY,New York
13044,36,NY,New York
13045,36,NY,New York
13051,36,NY,New York
13052,36,NY,New York
13053,36,NY,New York
13054,36,NY,New York
13057,36,NY,New York
13060,36,NY,New York
13061,36,NY,New York
13062,36,NY,New York
13063,36,NY,New York
13064,36,NY,New York
13066,36,NY,New York
13068,36,NY,New York
13069,36,NY,New York
13071,36,NY,New York
13072,36,NY,New York
13073,36,NY,New York
13074,36,NY,New York
13076,36,NY,New York
13077,36,NY,New York
13078,36,NY,New York
13080,36,NY,New York
13081,36,NY,New York
13082,36,NY,New York
13083,36,NY,New York
13084,36,NY,New York
13087,36,NY,New York
13088,36,NY,New York
13090,36,NY,New York
13092,36,NY,New York
13101,36,NY,New York
13102,36,NY,New York
13103,36,NY,New York
13104,36,NY,New York
13108,36,NY,New York
13110,36,NY,New York
13111,36,NY,New York
13112,36,NY,New York
13113,36,NY,New York
13114,36,NY,New York
13115,36,NY,New York
13116,36,NY,New York
13117,36,NY,New York
13118,36,NY,New York
13120,36,NY,New York
13122,36,NY,New York
13123,36,NY,New York
13124,36,NY,New York
13126,36,NY,New York
13131,36,NY,New York
13132,36,NY,New York
13134,36,NY,New York
13135,36,NY,New York
13136,36,NY,New York
13138,36,NY,New York
13140,36,NY,New York
13141,36,NY,New York
13142,36,NY,New York
13143,36,NY,New York
13144,36,NY,New York
13145,36,NY,New York
13146,36,NY,New York
13147,36,NY,New York
13148,36,NY,New York
13152,36,NY,New York
13153,36,NY,New York
13155,36,NY,New York
13156,36,NY,New York
13157,36,NY,New York
13158,36,NY,New York
13159,36,NY,New York
13160,36,NY,New York
13162,36,NY,New York
13163,36,NY,New York
13164,36,NY,New York
13165,36,NY,New York
13166,36,NY,New York
13167,36,NY,New York
13202,36,NY,New York
13203,36,NY,New York
13204,36,NY,New York
13205,36,NY,New York
13206,36,NY,New York
13207,36,NY,New York
13208,36,NY,New York
13209,36,NY,New York
13210,36,NY,New York
13211,36,NY,New York
13212,36,NY,New York
13214,36,NY,New York
13215,36,NY,New York
13219,36,NY,New York
13224,36,NY,New York
13290,36,NY,New York
13301,36,NY,New York
13302,36,NY,New York
13303,36,NY,New York
13304,36,NY,New York
13305,36,NY,New York
13308,36,NY,New York
13309,36,NY,New York
13310,36,NY,New York
13312,36,NY,New York
13313,36,NY,New York
13314,36,NY,New York
13315,36,NY,New York
13316,36,NY,New York
13317,36,NY,New York
13318,36,NY,New York
13319,36,NY,New York
13320,36,NY,New York
13321,36,NY,New York
13322,36,NY,New York
13323,36,NY,New York
13324,36,NY,New York
13325,36,NY,New York
13326,36,NY,New York
13327,36,NY,New York
13328,36,NY,New York
13329,36,NY,New York
13331,36,NY,New York
13332,36,NY,New York
13333,36,NY,New York
13334,36,NY,New York
13335,36,NY,New York
13337,36,NY,New York
13338,36,NY,New York
13339,36,NY,New York
13340,36,NY,New York
13341,36,NY,New York
13342,36,NY,New York
13343,36,NY,New York
13345,36,NY,New York
13346,36,NY,New York
13348,36,NY,New York
13350,36,NY,New York
13352,36,NY,New York
13353,36,NY,New York
13354,36,NY,New York
13355,36,NY,New York
13357,36,NY,New York
13360,36,NY,New York
13361,36,NY,New York
13362,36,NY,New York
13363,36,NY,New York
13364,36,NY,New York
13365,36,NY,New York
13367,36,NY,New York
13368,36,NY,New York
13402,36,NY,New York
13403,36,NY,New York
13404,36,NY,New York
13406,36,NY,New York
13407,36,NY,New York
13408,36,NY,New York
13409,36,NY,New York
13410,36,NY,New York
13411,36,NY,New York
13413,36,NY,New York
13415,36,NY,New York
13416,36,NY,New York
13417,36,NY,New York
13418,36,NY,New York
13420,36,NY,New York
13421,36,NY,New York
13424,36,NY,New York
13425,36,NY,New York
13428,36,NY,New York
13431,36,NY,New York
13433,36,NY,New York
13435,36,NY,New York
13436,36,NY,New York
13437,36,NY,New York
13438,36,NY,New York
13439,36,NY,New York
13440,36,NY,New York
13441,36,NY,New York
13450,36,NY,New York
13452,36,NY,New York
13454,36,NY,New York
13456,36,NY,New York
13459,36,NY,New York
13460,36,NY,New York
13461,36,NY,New York
13464,36,NY,New York
13468,36,NY,New York
13469,36,NY,New York
13470,36,NY,New York
13471,36,NY,New York
13472,36,NY,New York
13473,36,NY,New York
13475,36,NY,New York
13476,36,NY,New York
13477,36,NY,New York
13478,36,NY,New York
13480,36,NY,New York
13483,36,NY,New York
13484,36,NY,New York
13485,36,NY,New York
13486,36,NY,New York
13488,36,NY,New York
13489,36,NY,New York
13490,36,NY,New York
13491,36,NY,New York
13492,36,NY,New York
13493,36,NY,New York
13494,36,NY,New York
13495,36,NY,New York
13501,36,NY,New York
13502,36,NY,New York
13601,36,NY,New York
13602,36,NY,New York
13603,36,NY,New York
13605,36,NY,New York
13606,36,NY,New York
13607,36,NY,New York
13608,36,NY,New York
13612,36,NY,New York
13613,36,NY,New York
13614,36,NY,New York
13615,36,NY,New York
13616,36,NY,New York
13617,36,NY,New York
13618,36,NY,New York
13619,36,NY,New York
13620,36,NY,New York
13621,36,NY,New York
13622,36,NY,New York
13623,36,NY,New York
13624,36,NY,New York
13625,36,NY,New York
13626,36,NY,New York
13628,36,NY,New York
13630,36,NY,New York
13633,36,NY,New York
13634,36,NY,New York
13635,36,NY,New York
13636,36,NY,New York
13637,36,NY,New York
13638,36,NY,New York
13639,36,NY,New York
13640,36,NY,New York
13641,36,NY,New York
13642,36,NY,New York
13643,36,NY,New York
13646,36,NY,New York
13647,36,NY,New York
13648,36,NY,New York
13650,36,NY,New York
13651,36,NY,New York
13652,36,NY,New York
13654,36,NY,New York
13655,36,NY,New York
13656,36,NY,New York
13658,36,NY,New York
13659,36,NY,New York
13660,36,NY,New York
13661,36,NY,New York
13662,36,NY,New York
13664,36,NY,New York
13665,36,NY,New York
13666,36,NY,New York
13667,36,NY,New York
13668,36,NY,New York
13669,36,NY,New York
13670,36,NY,New York
13672,36,NY,New York
13673,36,NY,New York
13674,36,NY,New York
13675,36,NY,New York
13676,36,NY,New York
13677,36,NY,New York
13678,36,NY,New York
13679,36,NY,New York
13680,36,NY,New York
13681,36,NY,New York
13682,36,NY,New York
13684,36,NY,New York
13685,36,NY,New York
13687,36,NY,New York
13690,36,NY,New York
13691,36,NY,New York
13692,36,NY,New York
13693,36,NY,New York
13694,36,NY,New York
13695,36,NY,New York
13696,36,NY,New York
13697,36,NY,New York
13730,36,NY,New York
13731,36,NY,New York
13732,36,NY,New York
13733,36,NY,New York
13734,36,NY,New York
13736,36,NY,New York
13739,36,NY,New York
13740,36,NY,New York
13743,36,NY,New York
13744,36,NY,New York
13746,36,NY,New York
13748,36,NY,New York
13750,36,NY,New York
13751,36,NY,New York
13752,36,NY,New York
13753,36,NY,New York
13754,36,NY,New York
13755,36,NY,New York
13756,36,NY,New York
13757,36,NY,New York
13760,36,NY,New York
13774,36,NY,New York
13775,36,NY,New York
13776,36,NY,New York
13777,36,NY,New York
13778,36,NY,New York
13780,36,NY,New York
13782,36,NY,New York
13783,36,NY,New York
13784,36,NY,New York
13786,36,NY,New York
13787,36,NY,New York
13788,36,NY,New York
13790,36,NY,New York
13794,36,NY,New York
13795,36,NY,New York
13796,36,NY,New York
13797,36,NY,New York
13801,36,NY,New York
13802,36,NY,New York
13803,36,NY,New York
13804,36,NY,New York
13806,36,NY,New York
13807,36,NY,New York
13808,36,NY,New York
13809,36,NY,New York
13810,36,NY,New York
13811,36,NY,New York
13812,36,NY,New York
13813,36,NY,New York
13815,36,NY,New York
13820,36,NY,New York
13825,36,NY,New York
13826,36,NY,New York
13827,36,NY,New York
13830,36,NY,New York
13832,36,NY,New York
13833,36,NY,New York
13834,36,NY,New York
13835,36,NY,New York
13838,36,NY,New York
13839,36,NY,New York
13841,36,NY,New York
13842,36,NY,New York
13843,36,NY,New York
13844,36,NY,New York
13845,36,NY,New York
13846,36,NY,New York
13847,36,NY,New York
13849,36,NY,New York
13850,36,NY,New York
13856,36,NY,New York
13859,36,NY,New York
13860,36,NY,New York
13861,36,NY,New York
13862,36,NY,New York
13863,36,NY,New York
13864,36,NY,New York
13865,36,NY,New York
13901,36,NY,New York
13902,36,NY,New York
13903,36,NY,New York
13904,36,NY,New York
13905,36,NY,New York
14001,36,NY,New York
14004,36,NY,New York
14005,36,NY,New York
14006,36,NY,New York
14008,36,NY,New York
14009,36,NY,New York
14011,36,NY,New York
14012,36,NY,New York
14013,36,NY,New York
14020,36,NY,New York
14024,36,NY,New York
14025,36,NY,New York
14026,36,NY,New York
14028,36,NY,New York
14030,36,NY,New York
14031,36,NY,New York
14032,36,NY,New York
14033,36,NY,New York
14034,36,NY,New York
14035,36,NY,New York
14036,36,NY,New York
14037,36,NY,New York
14039,36,NY,New York
14040,36,NY,New York
14041,36,NY,New York
14042,36,NY,New York
14043,36,NY,New York
14047,36,NY,New York
14048,36,NY,New York
14051,36,NY,New York
14052,36,NY,New York
14054,36,NY,New York
14055,36,NY,New York
14057,36,NY,New York
14058,36,NY,New York
14059,36,NY,New York
14060,36,NY,New York
14061,36,NY,New York
14062,36,NY,New York
14063,36,NY,New York
14065,36,NY,New York
14066,36,NY,New York
14067,36,NY,New York
14068,36,NY,New York
14069,36,NY,New York
14070,36,NY,New York
14072,36,NY,New York
14075,36,NY,New York
14080,36,NY,New York
14081,36,NY,New York
14082,36,NY,New York
14085,36,NY,New York
14086,36,NY,New York
14091,36,NY,New York
14092,36,NY,New York
14094,36,NY,New York
14098,36,NY,New York
14101,36,NY,New York
14102,36,NY,New York
14103,36,NY,New York
14105,36,NY,New York
14108,36,NY,New York
14109,36,NY,New York
14111,36,NY,New York
14112,36,NY,New York
14113,36,NY,New York
14120,36,NY,New York
14125,36,NY,New York
14126,36,NY,New York
14127,36,NY,New York
14129,36,NY,New York
14130,36,NY,New York
14131,36,NY,New York
14132,36,NY,New York
14134,36,NY,New York
14135,36,NY,New York
14136,36,NY,New York
14138,36,NY,New York
14139,36,NY,New York
14141,36,NY,New York
14143,36,NY,New York
14145,36,NY,New York
14150,36,NY,New York
14167,36,NY,New York
14168,36,NY,New York
14169,36,NY,New York
14170,36,NY,New York
14171,36,NY,New York
14172,36,NY,New York
14173,36,NY,New York
14174,36,NY,New York
14201,36,NY,New York
14202,36,NY,New York
14203,36,NY,New York
14204,36,NY,New York
14206,36,NY,New York
14207,36,NY,New York
14208,36,NY,New York
14209,36,NY,New York
14210,36,NY,New York
14211,36,NY,New York
14212,36,NY,New York
14213,36,NY,New York
14214,36,NY,New York
14215,36,NY,New York
14216,36,NY,New York
14217,36,NY,New York
14218,36,NY,New York
14219,36,NY,New York
14220,36,NY,New York
14221,36,NY,New York
14222,36,NY,New York
14223,36,NY,New York
14224,36,NY,New York
14225,36,NY,New York
14226,36,NY,New York
14227,36,NY,New York
14228,36,NY,New York
14261,36,NY,New York
14301,36,NY,New York
14302,36,NY,New York
14303,36,NY,New York
14304,36,NY,New York
14305,36,NY,New York
14411,36,NY,New York
14414,36,NY,New York
14415,36,NY,New York
14416,36,NY,New York
14418,36,NY,New York
14420,36,NY,New York
14422,36,NY,New York
14423,36,NY,New York
14424,36,NY,New York
14425,36,NY,New York
14427,36,NY,New York
14428,36,NY,New York
14432,36,NY,New York
14433,36,NY,New York
14435,36,NY,New York
14437,36,NY,New York
14441,36,NY,New York
14445,36,NY,New York
14450,36,NY,New York
14454,36,NY,New York
14456,36,NY,New York
14462,36,NY,New York
14464,36,NY,New York
14466,36,NY,New York
14467,36,NY,New York
14468,36,NY,New York
14469,36,NY,New York
14470,36,NY,New York
14471,36,NY,New York
14472,36,NY,New York
14475,36,NY,New York
14476,36,NY,New York
14477,36,NY,New York
14478,36,NY,New York
14479,36,NY,New York
14480,36,NY,New York
14481,36,NY,New York
14482,36,NY,New York
14485,36,NY,New York
14486,36,NY,New York
14487,36,NY,New York
14489,36,NY,New York
14502,36,NY,New York
14504,36,NY,New York
14505,36,NY,New York
14506,36,NY,New York
14507,36,NY,New York
14510,36,NY,New York
14511,36,NY,New York
14512,36,NY,New York
14513,36,NY,New York
14514,36,NY,New York
14516,36,NY,New York
14517,36,NY,New York
14519,36,NY,New York
14521,36,NY,New York
14522,36,NY,New York
14525,36,NY,New York
14526,36,NY,New York
14527,36,NY,New York
14529,36,NY,New York
14530,36,NY,New York
14532,36,NY,New York
14533,36,NY,New York
14534,36,NY,New York
14536,36,NY,New York
14537,36,NY,New York
14539,36,NY,New York
14541,36,NY,New York
14542,36,NY,New York
14543,36,NY,New York
14544,36,NY,New York
14545,36,NY,New York
14546,36,NY,New York
14548,36,NY,New York
14549,36,NY,New York
14550,36,NY,New York
14551,36,NY,New York
14555,36,NY,New York
14559,36,NY,New York
14560,36,NY,New York
14561,36,NY,New York
14564,36,NY,New York
14568,36,NY,New York
14569,36,NY,New York
14571,36,NY,New York
14572,36,NY,New York
14580,36,NY,New York
14585,36,NY,New York
14586,36,NY,New York
14588,36,NY,New York
14589,36,NY,New York
14590,36,NY,New York
14591,36,NY,New York
14592,36,NY,New York
14604,36,NY,New York
14605,36,NY,New York
14606,36,NY,New York
14607,36,NY,New York
14608,36,NY,New York
14609,36,NY,New York
14610,36,NY,New York
14611,36,NY,New York
14612,36,NY,New York
14613,36,NY,New York
14614,36,NY,New York
14615,36,NY,New York
14616,36,NY,New York
14617,36,NY,New York
14618,36,NY,New York
14619,36,NY,New York
14620,36,NY,New York
14621,36,NY,New York
14622,36,NY,New York
14623,36,NY,New York
14624,36,NY,New York
14625,36,NY,New York
14626,36,NY,New York
14627,36,NY,New York
14701,36,NY,New York
14706,36,NY,New York
14707,36,NY,New York
14708,36,NY,New York
14709,36,NY,New York
14710,36,NY,New York
14711,36,NY,New York
14712,36,NY,New York
14714,36,NY,New York
14715,36,NY,New York
14716,36,NY,New York
14717,36,NY,New York
14718,36,NY,New York
14719,36,NY,New York
14720,36,NY,New York
14721,36,NY,New York
14722,36,NY,New York
14723,36,NY,New York
14724,36,NY,New York
14726,36,NY,New York
14727,36,NY,New York
14728,36,NY,New York
14729,36,NY,New York
14731,36,NY,New York
14732,36,NY,New York
14733,36,NY,New York
14735,36,NY,New York
14736,36,NY,New York
14737,36,NY,New York
14738,36,NY,New York
14739,36,NY,New York
14740,36,NY,New York
14741,36,NY,New York
14742,36,NY,New York
14743,36,NY,New York
14744,36,NY,New York
14747,36,NY,New York
14748,36,NY,New York
14750,36,NY,New York
14752,36,NY,New York
14753,36,NY,New York
14754,36,NY,New York
14755,36,NY,New York
14756,36,NY,New York
14757,36,NY,New York
14760,36,NY,New York
14767,36,NY,New York
14769,36,NY,New York
14770,36,NY,New York
14772,36,NY,New York
14774,36,NY,New York
14775,36,NY,New York
14777,36,NY,New York
14778,36,NY,New York
14779,36,NY,New York
14781,36,NY,New York
14782,36,NY,New York
14783,36,NY,New York
14784,36,NY,New York
14787,36,NY,New York
14788,36,NY,New York
14801,36,NY,New York
14802,36,NY,New York
14803,36,NY,New York
14804,36,NY,New York
14805,36,NY,New York
14806,36,NY,New York
14807,36,NY,New York
14808,36,NY,New York
14809,36,NY,New York
14810,36,NY,New York
14812,36,NY,New York
14813,36,NY,New York
14814,36,NY,New York
14815,36,NY,New York
14816,36,NY,New York
14817,36,NY,New York
14818,36,NY,New York
14819,36,NY,New York
14820,36,NY,New York
14821,36,NY,New York
14822,36,NY,New York
14823,36,NY,New York
14824,36,NY,New York
14825,36,NY,New York
14826,36,NY,New York
14827,36,NY,New York
14830,36,NY,New York
14836,36,NY,New York
14837,36,NY,New York
14838,36,NY,New York
14839,36,NY,New York
14840,36,NY,New York
14841,36,NY,New York
14842,36,NY,New York
14843,36,NY,New York
14845,36,NY,New York
14846,36,NY,New York
14847,36,NY,New York
14850,36,NY,New York
14853,36,NY,New York
14854,36,NY,New York
14855,36,NY,New York
14856,36,NY,New York
14858,36,NY,New York
14859,36,NY,New York
14860,36,NY,New York
14861,36,NY,New York
14864,36,NY,New York
14865,36,NY,New York
14867,36,NY,New York
14869,36,NY,New York
14870,36,NY,New York
14871,36,NY,New York
14872,36,NY,New York
14873,36,NY,New York
14874,36,NY,New York
14877,36,NY,New York
14878,36,NY,New York
14879,36,NY,New York
14880,36,NY,New York
14881,36,NY,New York
14882,36,NY,New York
14883,36,NY,New York
14884,36,NY,New York
14885,36,NY,New York
14886,36,NY,New York
14889,36,NY,New York
14891,36,NY,New York
14892,36,NY,New York
14893,36,NY,New York
14894,36,NY,New York
14895,36,NY,New York
14897,36,NY,New York
14898,36,NY,New York
14901,36,NY,New York
14903,36,NY,New York
14904,36,NY,New York
14905,36,NY,New York
7001,34,NJ,New Jersey
7002,34,NJ,New Jersey
7003,34,NJ,New Jersey
7004,34,NJ,New Jersey
7005,34,NJ,New Jersey
7006,34,NJ,New Jersey
7008,34,NJ,New Jersey
7009,34,NJ,New Jersey
7010,34,NJ,New Jersey
7011,34,NJ,New Jersey
7012,34,NJ,New Jersey
7013,34,NJ,New Jersey
7014,34,NJ,New Jersey
7016,34,NJ,New Jersey
7017,34,NJ,New Jersey
7018,34,NJ,New Jersey
7020,34,NJ,New Jersey
7021,34,NJ,New Jersey
7022,34,NJ,New Jersey
7023,34,NJ,New Jersey
7024,34,NJ,New Jersey
7026,34,NJ,New Jersey
7027,34,NJ,New Jersey
7028,34,NJ,New Jersey
7029,34,NJ,New Jersey
7030,34,NJ,New Jersey
7031,34,NJ,New Jersey
7032,34,NJ,New Jersey
7033,34,NJ,New Jersey
7034,34,NJ,New Jersey
7035,34,NJ,New Jersey
7036,34,NJ,New Jersey
7039,34,NJ,New Jersey
7040,34,NJ,New Jersey
7041,34,NJ,New Jersey
7042,34,NJ,New Jersey
7043,34,NJ,New Jersey
7044,34,NJ,New Jersey
7045,34,NJ,New Jersey
7046,34,NJ,New Jersey
7047,34,NJ,New Jersey
7050,34,NJ,New Jersey
7052,34,NJ,New Jersey
7054,34,NJ,New Jersey
7055,34,NJ,New Jersey
7057,34,NJ,New Jersey
7058,34,NJ,New Jersey
7059,34,NJ,New Jersey
7060,34,NJ,New Jersey
7062,34,NJ,New Jersey
7063,34,NJ,New Jersey
7064,34,NJ,New Jersey
7065,34,NJ,New Jersey
7066,34,NJ,New Jersey
7067,34,NJ,New Jersey
7068,34,NJ,New Jersey
7069,34,NJ,New Jersey
7070,34,NJ,New Jersey
7071,34,NJ,New Jersey
7072,34,NJ,New Jersey
7073,34,NJ,New Jersey
7074,34,NJ,New Jersey
7075,34,NJ,New Jersey
7076,34,NJ,New Jersey
7077,34,NJ,New Jersey
7078,34,NJ,New Jersey
7079,34,NJ,New Jersey
7080,34,NJ,New Jersey
7081,34,NJ,New Jersey
7082,34,NJ,New Jersey
7083,34,NJ,New Jersey
7086,34,NJ,New Jersey
7087,34,NJ,New Jersey
7088,34,NJ,New Jersey
7090,34,NJ,New Jersey
7092,34,NJ,New Jersey
7093,34,NJ,New Jersey
7094,34,NJ,New Jersey
7095,34,NJ,New Jersey
7102,34,NJ,New Jersey
7103,34,NJ,New Jersey
7104,34,NJ,New Jersey
7105,34,NJ,New Jersey
7106,34,NJ,New Jersey
7107,34,NJ,New Jersey
7108,34,NJ,New Jersey
7109,34,NJ,New Jersey
7110,34,NJ,New Jersey
7111,34,NJ,New Jersey
7112,34,NJ,New Jersey
7114,34,NJ,New Jersey
7201,34,NJ,New Jersey
7202,34,NJ,New Jersey
7203,34,NJ,New Jersey
7204,34,NJ,New Jersey
7205,34,NJ,New Jersey
7206,34,NJ,New Jersey
7208,34,NJ,New Jersey
7302,34,NJ,New Jersey
7304,34,NJ,New Jersey
7305,34,NJ,New Jersey
7306,34,NJ,New Jersey
7307,34,NJ,New Jersey
7310,34,NJ,New Jersey
7311,34,NJ,New Jersey
7401,34,NJ,New Jersey
7403,34,NJ,New Jersey
7405,34,NJ,New Jersey
7407,34,NJ,New Jersey
7410,34,NJ,New Jersey
7416,34,NJ,New Jersey
7417,34,NJ,New Jersey
7418,34,NJ,New Jersey
7419,34,NJ,New Jersey
7420,34,NJ,New Jersey
7421,34,NJ,New Jersey
7422,34,NJ,New Jersey
7423,34,NJ,New Jersey
7424,34,NJ,New Jersey
7430,34,NJ,New Jersey
7432,34,NJ,New Jersey
7435,34,NJ,New Jersey
7436,34,NJ,New Jersey
7438,34,NJ,New Jersey
7439,34,NJ,New Jersey
7440,34,NJ,New Jersey
7442,34,NJ,New Jersey
7444,34,NJ,New Jersey
7446,34,NJ,New Jersey
7450,34,NJ,New Jersey
7452,34,NJ,New Jersey
7456,34,NJ,New Jersey
7457,34,NJ,New Jersey
7458,34,NJ,New Jersey
7460,34,NJ,New Jersey
7461,34,NJ,New Jersey
7462,34,NJ,New Jersey
7463,34,NJ,New Jersey
7465,34,NJ,New Jersey
7470,34,NJ,New Jersey
7480,34,NJ,New Jersey
7481,34,NJ,New Jersey
7495,34,NJ,New Jersey
7501,34,NJ,New Jersey
7502,34,NJ,New Jersey
7503,34,NJ,New Jersey
7504,34,NJ,New Jersey
7505,34,NJ,New Jersey
7506,34,NJ,New Jersey
7508,34,NJ,New Jersey
7512,34,NJ,New Jersey
7513,34,NJ,New Jersey
7514,34,NJ,New Jersey
7522,34,NJ,New Jersey
7524,34,NJ,New Jersey
7601,34,NJ,New Jersey
7603,34,NJ,New Jersey
7604,34,NJ,New Jersey
7605,34,NJ,New Jersey
7606,34,NJ,New Jersey
7607,34,NJ,New Jersey
7608,34,NJ,New Jersey
7620,34,NJ,New Jersey
7621,34,NJ,New Jersey
7624,34,NJ,New Jersey
7626,34,NJ,New Jersey
7627,34,NJ,New Jersey
7628,34,NJ,New Jersey
7630,34,NJ,New Jersey
7631,34,NJ,New Jersey
7632,34,NJ,New Jersey
7640,34,NJ,New Jersey
7641,34,NJ,New Jersey
7642,34,NJ,New Jersey
7643,34,NJ,New Jersey
7644,34,NJ,New Jersey
7645,34,NJ,New Jersey
7646,34,NJ,New Jersey
7647,34,NJ,New Jersey
7648,34,NJ,New Jersey
7649,34,NJ,New Jersey
7650,34,NJ,New Jersey
7652,34,NJ,New Jersey
7656,34,NJ,New Jersey
7657,34,NJ,New Jersey
7660,34,NJ,New Jersey
7661,34,NJ,New Jersey
7662,34,NJ,New Jersey
7663,34,NJ,New Jersey
7666,34,NJ,New Jersey
7670,34,NJ,New Jersey
7675,34,NJ,New Jersey
7676,34,NJ,New Jersey
7677,34,NJ,New Jersey
7701,34,NJ,New Jersey
7702,34,NJ,New Jersey
7703,34,NJ,New Jersey
7704,34,NJ,New Jersey
7711,34,NJ,New Jersey
